CustomerID,Segment,ML_Cluster,Churn_Risk_Tier,P_Alive_Pct,Churn_Risk_Pct,Recency,Frequency,Monetary,Tenure,AvgOrderValue,TopCategory,R_Score,F_Score,M_Score,T_Score,RFM_Score,RFMT_Mean,Expected_Orders_90d,Predicted_Spend_90d,Predictive_CLV_90d,PCA_1,PCA_2,PCA_3,Strategic_Objective,Recommended_Channel,Recommended_Promotion,Primary_Action_Item,Campaign_Email_Subject,Campaign_CTA,FirstPurchase,LastPurchase,TotalItems,TotalTransactions
CUST-0040,Loyalists,Cluster 3,🟡 Moderate Watch,73.8,26.2,31,15,4170.32,350,278.02,Electronics & Audio,4,5,3,2,453,3.5,2.62,729.28,255.25,0.892,-0.4538,0.1935,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-09-04 09:19:11,2026-07-19 21:31:42,40,18
CUST-0156,Loyalists,Cluster 3,🟢 Low Churn Risk,89.4,10.6,39,8,4160.03,558,520.0,Electronics & Audio,3,3,3,4,333,3.25,1.2,622.92,218.02,0.5923,0.0415,0.4627,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-02-08 12:03:25,2026-07-11 22:48:58,29,10
CUST-0032,Loyalists,Cluster 3,🟢 Low Churn Risk,78.6,21.4,26,14,4150.43,318,296.46,Smart Office & Furniture,4,4,3,2,443,3.25,2.84,843.01,295.05,0.7915,-0.5923,0.2117,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-10-06 18:20:14,2026-07-25 16:26:47,32,15
CUST-0262,Potential Growth,Cluster 3,🟢 Low Churn Risk,89.6,10.4,17,7,4140.04,220,591.43,Electronics & Audio,5,3,3,2,533,3.25,2.36,1396.2,488.67,0.0706,-0.8943,0.2094,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2026-01-12 08:29:16,2026-08-03 12:46:35,18,8
CUST-0281,Loyalists,Cluster 3,🟢 Low Churn Risk,87.7,12.3,31,14,4133.58,625,295.26,Electronics & Audio,4,5,3,5,453,4.25,1.75,517.38,181.08,1.0992,-0.1451,0.5827,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2024-12-03 10:10:26,2026-07-20 13:23:51,36,16
CUST-0116,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,2.0,98.0,176,12,4104.29,341,342.02,Computer Accessories,2,4,3,2,243,2.75,0.06,20.27,7.09,0.6557,0.6299,-0.5293,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-09-13 09:59:45,2026-02-25 16:09:00,44,14
CUST-0132,Potential Growth,Cluster 3,🟢 Low Churn Risk,87.6,12.4,20,6,4100.5,183,683.42,Electronics & Audio,4,2,3,2,423,2.75,2.33,1595.62,558.47,-0.1401,-0.8629,0.0401,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2026-02-18 14:52:52,2026-07-31 17:33:26,31,10
CUST-0070,Loyalists,Cluster 3,🟢 Low Churn Risk,79.9,20.1,41,9,4071.12,349,452.35,Apparel & Lifestyle,3,3,3,2,333,2.75,1.79,811.02,283.86,0.4579,-0.1851,0.1313,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-09-05 18:51:33,2026-07-10 12:36:06,36,13
CUST-0353,Loyalists,Cluster 3,🟢 Low Churn Risk,79.1,20.9,39,12,4014.41,420,334.53,Smart Office & Furniture,3,4,3,3,343,3.25,1.96,654.59,229.11,0.7709,-0.1746,0.2515,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-06-26 21:11:25,2026-07-12 21:16:48,33,17
CUST-0067,Potential Growth,Cluster 3,🟢 Low Churn Risk,91.6,8.4,20,11,4005.42,543,364.13,Electronics & Audio,4,3,3,4,433,3.5,1.67,607.32,212.56,0.8303,-0.423,0.7045,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-02-23 11:29:57,2026-07-30 21:59:12,33,13
CUST-0104,Loyalists,Cluster 3,🟡 Moderate Watch,71.0,29.0,36,7,3987.38,188,569.63,Computer Accessories,3,3,3,2,333,2.75,2.11,1202.91,421.02,-0.0327,-0.5253,-0.1889,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2026-02-13 12:34:45,2026-07-15 16:25:54,35,11
CUST-0371,Loyalists,Cluster 3,🟢 Low Churn Risk,89.8,10.2,33,11,3971.37,666,361.03,Electronics & Audio,3,4,3,5,343,3.75,1.36,490.44,171.65,0.9117,-0.0222,0.6349,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2024-10-23 14:31:57,2026-07-18 08:37:47,27,14
CUST-0342,At-Risk VIPs,Cluster 3,🟡 Moderate Watch,68.8,31.2,107,7,3963.83,533,566.26,Computer Accessories,2,3,3,4,233,3.0,0.86,484.99,169.75,0.4259,0.6607,0.036,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-03-05 15:40:57,2026-05-04 22:58:45,41,12
CUST-0054,Loyalists,Cluster 3,🟡 Moderate Watch,66.5,33.5,57,14,3877.03,512,276.93,Smart Office & Furniture,3,4,3,4,343,3.5,1.59,440.25,154.09,0.9668,0.1291,0.2195,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-03-26 08:36:22,2026-06-24 10:11:41,44,18
CUST-0076,Loyalists,Cluster 3,🟡 Moderate Watch,74.5,25.5,35,11,3876.61,301,352.42,Computer Accessories,3,3,3,2,333,2.75,2.26,798.09,279.33,0.5323,-0.3856,0.0988,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-10-23 21:10:24,2026-07-16 09:27:13,44,17
CUST-0444,Hibernating,Cluster 1,🟢 Low Churn Risk,85.2,14.8,39,3,3845.32,168,1281.77,Electronics & Audio,3,2,3,1,323,2.25,1.41,1809.48,633.32,-0.7169,-0.382,-0.2126,Low-cost reactivation or systematic email hygiene to protect sender reputation.,Automated Re-permission Email / Social Lookalike Exclusion,"Clearance Discounts, Re-Opt-in Incentives",Include in seasonal flash liquidation and clearance blasts.,💤 Should we say goodbye? Seasonal clearance inside,Stay Subscribed & Save,2026-03-05 09:36:42,2026-07-12 16:47:14,25,8
CUST-0272,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,7.9,92.1,159,9,3831.76,402,425.75,Wearables & Fitness,2,3,3,3,233,2.75,0.16,66.7,23.34,0.4705,0.7174,-0.328,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-07-14 18:26:15,2026-03-14 11:35:52,29,12
CUST-0028,Potential Growth,Cluster 1,🟡 Moderate Watch,61.5,38.5,24,6,3821.77,91,636.96,Electronics & Audio,4,2,3,1,423,2.5,2.64,1680.91,588.32,-0.4965,-1.0966,-0.4652,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2026-05-21 11:20:48,2026-07-27 19:20:57,16,8
CUST-0366,Loyalists,Cluster 3,🟢 Low Churn Risk,75.6,24.4,29,12,3802.49,279,316.87,Wearables & Fitness,4,4,3,2,443,3.25,2.65,839.12,293.69,0.563,-0.5498,0.1257,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-11-14 11:51:20,2026-07-21 21:33:58,46,17
CUST-0313,Hibernating,Cluster 1,🟡 Moderate Watch,71.2,28.8,34,5,3789.39,133,757.88,Smart Office & Furniture,3,2,3,1,323,2.25,2.06,1559.51,545.83,-0.469,-0.6652,-0.3439,Low-cost reactivation or systematic email hygiene to protect sender reputation.,Automated Re-permission Email / Social Lookalike Exclusion,"Clearance Discounts, Re-Opt-in Incentives",Include in seasonal flash liquidation and clearance blasts.,💤 Should we say goodbye? Seasonal clearance inside,Stay Subscribed & Save,2026-04-09 09:31:53,2026-07-17 15:44:41,18,6
CUST-0095,Loyalists,Cluster 3,🟢 Low Churn Risk,81.3,18.7,60,10,3757.61,595,375.76,Smart Office & Furniture,3,3,3,5,333,3.5,1.25,469.92,164.47,0.7464,0.3066,0.3386,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-01-02 14:32:47,2026-06-21 19:30:32,29,13
CUST-0268,Potential Growth,Cluster 3,🟢 Low Churn Risk,93.2,6.8,20,8,3754.56,645,469.32,Electronics & Audio,4,3,3,5,433,3.75,1.09,513.64,179.77,0.626,-0.2648,0.8688,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2024-11-13 15:38:39,2026-07-31 11:15:36,26,10
CUST-0051,Potential Growth,Cluster 3,🟢 Low Churn Risk,85.8,14.2,23,11,3737.22,317,339.75,Computer Accessories,4,3,3,2,433,3.0,2.5,848.61,297.02,0.5477,-0.6027,0.3189,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-10-06 21:44:14,2026-07-28 08:19:00,40,13
CUST-0420,Potential Growth,Cluster 3,🟢 Low Churn Risk,88.8,11.2,18,7,3736.85,212,533.84,Smart Office & Furniture,4,3,3,2,433,3.0,2.41,1285.57,449.95,0.0067,-0.8638,0.1973,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2026-01-20 10:19:28,2026-08-01 21:42:13,23,10
CUST-0405,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,25.2,74.8,133,11,3697.41,540,336.13,Computer Accessories,2,4,3,4,243,3.25,0.46,154.95,54.23,0.7562,0.7249,-0.0652,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-02-26 11:38:06,2026-04-09 08:54:19,44,15
CUST-0183,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,7.7,92.3,137,12,3657.48,450,304.79,Electronics & Audio,2,4,3,3,243,3.0,0.18,54.86,19.2,0.7374,0.6354,-0.2016,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-05-27 11:00:52,2026-04-05 18:30:54,29,14
CUST-0197,Loyalists,Cluster 3,🟢 Low Churn Risk,81.8,18.2,44,15,3643.34,652,242.89,Electronics & Audio,3,5,3,5,353,4.0,1.67,406.78,142.37,1.1131,0.0918,0.5013,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2024-11-05 22:01:41,2026-07-07 17:04:54,41,17
CUST-0318,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,7.7,92.3,170,9,3626.72,428,402.97,Computer Accessories,2,3,3,3,233,2.75,0.15,58.51,20.48,0.4736,0.7985,-0.2966,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-06-18 09:57:24,2026-03-03 08:52:36,42,14
CUST-0131,Loyalists,Cluster 3,🟡 Moderate Watch,64.3,35.7,54,11,3590.55,372,326.41,Computer Accessories,3,3,3,3,333,3.0,1.64,533.81,186.83,0.5878,-0.0061,0.0822,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-08-13 13:38:40,2026-06-26 22:48:03,32,15
CUST-0224,Loyalists,Cluster 3,🟢 Low Churn Risk,85.0,15.0,25,14,3572.23,412,255.16,Computer Accessories,4,4,3,3,443,3.5,2.46,628.91,220.12,0.8451,-0.4609,0.4489,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-07-04 14:01:28,2026-07-26 10:58:26,43,16
CUST-0250,Loyalists,Cluster 3,🟡 Moderate Watch,72.8,27.2,33,7,3566.19,180,509.46,Smart Office & Furniture,3,3,3,2,333,2.75,2.24,1140.12,399.04,-0.1009,-0.5817,-0.1426,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2026-02-21 10:10:52,2026-07-18 13:02:52,19,7
CUST-0290,Potential Growth,Cluster 3,🟢 Low Churn Risk,89.2,10.8,22,6,3513.52,239,585.59,Computer Accessories,4,3,3,2,433,3.0,1.93,1132.65,396.43,-0.0875,-0.648,0.2286,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-12-24 12:05:10,2026-07-29 08:05:46,19,7
CUST-0319,Loyalists,Cluster 1,🔴 High Churn Risk,3.8,96.2,34,7,3476.11,60,496.59,Electronics & Audio,3,3,3,1,333,2.5,0.23,115.84,40.54,-0.6175,-1.112,-0.8599,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2026-06-21 09:19:15,2026-07-17 17:37:35,20,8
CUST-0162,At-Risk VIPs,Cluster 2,🔴 High Churn Risk,5.1,94.9,259,4,3452.32,297,863.08,Electronics & Audio,2,2,3,2,223,2.25,0.07,57.35,20.07,-0.3401,1.0252,-0.6275,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-10-27 19:38:01,2025-12-04 20:11:48,12,6
CUST-0373,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,44.7,55.3,121,9,3373.32,520,374.81,Electronics & Audio,2,3,3,4,233,3.0,0.71,265.42,92.9,0.538,0.7011,0.0004,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-03-18 17:40:30,2026-04-21 18:16:54,35,13
CUST-0199,Loyalists,Cluster 3,🟢 Low Churn Risk,79.0,21.0,40,6,3302.49,229,550.42,Electronics & Audio,3,3,3,2,333,2.75,1.77,974.62,341.12,-0.1461,-0.3049,-0.0256,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2026-01-03 08:34:14,2026-07-11 12:22:13,18,8
CUST-0161,Potential Growth,Cluster 3,🟢 Low Churn Risk,83.5,16.5,26,6,3265.04,181,544.17,Wearables & Fitness,4,3,3,2,433,3.0,2.24,1221.64,427.57,-0.2517,-0.6785,0.0036,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2026-02-19 22:30:31,2026-07-25 20:10:39,22,9
CUST-0222,Hibernating,Cluster 1,🟢 Low Churn Risk,83.9,16.1,43,3,3177.76,172,1059.25,Electronics & Audio,3,2,3,1,323,2.25,1.37,1447.8,506.73,-0.793,-0.2818,-0.1724,Low-cost reactivation or systematic email hygiene to protect sender reputation.,Automated Re-permission Email / Social Lookalike Exclusion,"Clearance Discounts, Re-Opt-in Incentives",Include in seasonal flash liquidation and clearance blasts.,💤 Should we say goodbye? Seasonal clearance inside,Stay Subscribed & Save,2026-03-01 14:54:34,2026-07-08 10:08:15,17,5
CUST-0103,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,26.7,73.3,93,11,3155.51,385,286.86,Computer Accessories,2,3,3,3,233,2.75,0.66,188.99,66.15,0.5358,0.3606,-0.0804,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-07-31 19:28:00,2026-05-19 08:13:33,44,15
CUST-0325,Potential Growth,Cluster 3,🟢 Low Churn Risk,92.7,7.3,20,8,3150.47,543,393.81,Smart Office & Furniture,4,3,3,4,433,3.5,1.27,501.34,175.47,0.468,-0.3246,0.8164,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-02-23 19:55:50,2026-07-31 16:02:25,33,12
CUST-0377,Potential Growth,Cluster 3,🟢 Low Churn Risk,88.6,11.4,32,10,3142.78,513,314.28,Computer Accessories,4,3,3,4,433,3.5,1.56,489.92,171.47,0.6099,-0.1179,0.566,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-03-25 12:04:29,2026-07-19 10:15:01,33,14
CUST-0247,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,30.8,69.2,149,7,3141.65,430,448.81,Computer Accessories,2,3,3,3,233,2.75,0.46,207.89,72.76,0.2164,0.79,-0.1653,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-06-16 08:45:21,2026-03-24 12:40:16,37,11
CUST-0390,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,8.7,91.3,168,8,3124.58,389,390.57,Smart Office & Furniture,2,3,3,3,233,2.75,0.16,62.41,21.84,0.2697,0.7885,-0.2921,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-07-27 08:29:18,2026-03-05 15:22:40,39,12
CUST-0406,Potential Growth,Cluster 1,🟡 Moderate Watch,61.8,38.2,31,5,3121.79,101,624.36,Smart Office & Furniture,4,2,3,1,423,2.5,2.14,1338.38,468.43,-0.6803,-0.8285,-0.4179,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2026-05-11 18:41:47,2026-07-20 20:18:10,21,8
CUST-0039,Loyalists,Cluster 3,🟢 Low Churn Risk,77.0,23.0,36,8,3006.48,249,375.81,Computer Accessories,3,3,3,2,333,2.75,2.06,775.22,271.33,0.0755,-0.3641,0.0798,"Increase basket size, cross-sell complementary categories, and nurture into Champions.",Automated Email Sequences / SMS Alerts,"Category Bundles, Volume Discounts, Referral Multipliers",Trigger automated cross-sell bundles based on preferred product categories.,💎 Handpicked upgrades for your setup + Member Bonus,Unlock Your Bundle,2025-12-14 12:13:27,2026-07-14 22:29:20,26,10
CUST-0065,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,5.1,94.9,138,10,2971.86,354,297.19,Wearables & Fitness,2,3,3,2,233,2.5,0.12,36.84,12.89,0.3855,0.5861,-0.2733,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-08-31 18:49:57,2026-04-04 13:12:39,27,14
CUST-0105,Hibernating,Cluster 1,🔴 High Churn Risk,27.1,72.9,37,6,2928.79,89,488.13,Computer Accessories,3,2,3,1,323,2.25,1.18,574.69,201.14,-0.6335,-0.8091,-0.5674,Low-cost reactivation or systematic email hygiene to protect sender reputation.,Automated Re-permission Email / Social Lookalike Exclusion,"Clearance Discounts, Re-Opt-in Incentives",Include in seasonal flash liquidation and clearance blasts.,💤 Should we say goodbye? Seasonal clearance inside,Stay Subscribed & Save,2026-05-23 14:11:38,2026-07-14 11:55:21,19,9
CUST-0063,Hibernating,Cluster 3,🟢 Low Churn Risk,75.4,24.6,44,5,2925.7,192,585.14,Smart Office & Furniture,3,2,3,2,323,2.5,1.67,977.12,341.99,-0.42,-0.2852,-0.1232,Low-cost reactivation or systematic email hygiene to protect sender reputation.,Automated Re-permission Email / Social Lookalike Exclusion,"Clearance Discounts, Re-Opt-in Incentives",Include in seasonal flash liquidation and clearance blasts.,💤 Should we say goodbye? Seasonal clearance inside,Stay Subscribed & Save,2026-02-09 09:50:37,2026-07-07 17:44:41,16,6
CUST-0345,At-Risk VIPs,Cluster 3,🟡 Moderate Watch,59.0,41.0,145,8,2917.11,682,364.64,Electronics & Audio,2,3,3,5,233,3.25,0.66,240.04,84.01,0.5019,0.9938,0.1618,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2024-10-07 11:58:31,2026-03-28 13:14:51,37,13
CUST-0026,Potential Growth,Cluster 1,🔴 High Churn Risk,39.4,60.6,25,6,2904.66,70,484.11,Smart Office & Furniture,4,2,2,1,422,2.25,1.97,951.89,333.16,-0.7399,-1.1612,-0.5576,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2026-06-11 09:09:05,2026-07-26 20:18:32,16,7
