InvoiceNo,CustomerID,PurchaseDate,ProductCategory,Product,Quantity,UnitPrice,TotalSpend
INV-100879,CUST-0307,2025-11-15 15:19:29,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,2,538.24,1076.48
INV-101670,CUST-0054,2025-11-15 16:52:27,Electronics & Audio,Thunderbolt 4 Docking Station,3,185.65,556.95
INV-100538,CUST-0101,2025-11-15 19:05:09,Computer Accessories,Premium Aluminum Monitor Arm,5,70.85,354.25
INV-102781,CUST-0385,2025-11-15 20:02:13,Computer Accessories,Custom Mechanical RGB Keyboard,2,161.51,323.02
INV-103515,CUST-0129,2025-11-16 08:07:23,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,60.18,120.36
INV-102793,CUST-0096,2025-11-16 09:51:46,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,1,286.6,286.6
INV-101149,CUST-0428,2025-11-16 10:18:02,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,1,291.03,291.03
INV-102743,CUST-0116,2025-11-16 10:54:11,Computer Accessories,Premium Aluminum Monitor Arm,5,66.62,333.1
INV-100386,CUST-0160,2025-11-16 12:15:17,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,267.04,801.12
INV-100229,CUST-0188,2025-11-16 12:19:15,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,35.08,175.4
INV-101963,CUST-0268,2025-11-16 12:24:14,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,81.06,324.24
INV-103515,CUST-0129,2025-11-16 12:53:51,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,38.08,114.24
INV-100439,CUST-0355,2025-11-16 15:22:09,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,34.59,69.18
INV-103514,CUST-0129,2025-11-16 17:03:20,Computer Accessories,Custom Mechanical RGB Keyboard,4,178.9,715.6
INV-101049,CUST-0364,2025-11-16 18:36:50,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,2,549.09,1098.18
INV-103571,CUST-0033,2025-11-16 19:50:16,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,3,357.45,1072.35
INV-100673,CUST-0204,2025-11-16 19:54:37,Computer Accessories,Custom Mechanical RGB Keyboard,6,171.03,1026.18
INV-103571,CUST-0033,2025-11-16 21:33:40,Electronics & Audio,Thunderbolt 4 Docking Station,2,222.68,445.36
INV-102543,CUST-0018,2025-11-17 09:18:24,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,33.97,33.97
INV-100230,CUST-0188,2025-11-17 10:03:23,Computer Accessories,Premium Aluminum Monitor Arm,5,72.88,364.4
INV-103488,CUST-0006,2025-11-17 10:04:10,Smart Office & Furniture,Smart LED Desk Bar Lamp,6,58.43,350.58
INV-103749,CUST-0434,2025-11-17 10:49:56,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.17,62.34
INV-101872,CUST-0077,2025-11-17 10:59:21,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,80.7,322.8
INV-101500,CUST-0278,2025-11-17 14:30:09,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.45,62.9
INV-100854,CUST-0078,2025-11-17 15:31:29,Computer Accessories,Premium Aluminum Monitor Arm,3,71.92,215.76
INV-102543,CUST-0018,2025-11-17 17:21:46,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,35.01,35.01
INV-100854,CUST-0078,2025-11-17 19:58:08,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,38.81,38.81
INV-102902,CUST-0238,2025-11-17 20:38:48,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,3,281.18,843.54
INV-101873,CUST-0077,2025-11-18 12:24:08,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,242.03,484.06
INV-101873,CUST-0077,2025-11-18 17:12:44,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,82.07,82.07
INV-103003,CUST-0439,2025-11-18 21:53:01,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,3,307.54,922.62
INV-101874,CUST-0077,2025-11-19 09:51:47,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,33.38,133.52
INV-101362,CUST-0224,2025-11-19 10:36:00,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,82.12,164.24
INV-103873,CUST-0194,2025-11-19 11:00:20,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,78.83,157.66
INV-103872,CUST-0194,2025-11-19 11:18:25,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,76.55,76.55
INV-101874,CUST-0077,2025-11-19 11:45:42,Computer Accessories,Premium Aluminum Monitor Arm,1,66.08,66.08
INV-103873,CUST-0194,2025-11-19 13:44:19,Computer Accessories,Custom Mechanical RGB Keyboard,2,144.87,289.74
INV-102568,CUST-0433,2025-11-19 14:37:13,Computer Accessories,Premium Aluminum Monitor Arm,3,69.61,208.83
INV-103122,CUST-0251,2025-11-19 16:48:43,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,34.24,171.2
INV-103048,CUST-0124,2025-11-19 19:14:00,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,85.25,170.5
INV-103687,CUST-0346,2025-11-19 20:28:24,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,29.96,59.92
INV-100263,CUST-0163,2025-11-19 21:40:37,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,87.68,87.68
INV-102938,CUST-0348,2025-11-20 12:24:03,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,87.42,87.42
INV-100838,CUST-0382,2025-11-20 15:54:35,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,34.92,139.68
INV-102640,CUST-0436,2025-11-20 16:42:59,Computer Accessories,Custom Mechanical RGB Keyboard,3,162.6,487.8
INV-101524,CUST-0051,2025-11-20 21:08:32,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,310.79,621.58
INV-103397,CUST-0387,2025-11-20 22:06:47,Wearables & Fitness,Heart Rate Performance Sensor Band,5,104.93,524.65
INV-101748,CUST-0032,2025-11-21 08:37:06,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,88.38,88.38
INV-101747,CUST-0032,2025-11-21 09:29:32,Smart Office & Furniture,Smart LED Desk Bar Lamp,3,51.96,155.88
INV-102082,CUST-0040,2025-11-21 10:10:09,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,33.56,67.12
INV-101748,CUST-0032,2025-11-21 10:13:52,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,34.59,34.59
INV-101050,CUST-0364,2025-11-21 10:20:13,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,96.02,288.06
INV-100071,CUST-0267,2025-11-21 14:50:31,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,37.17,37.17
INV-101171,CUST-0366,2025-11-21 14:53:37,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,37.27,111.81
INV-101104,CUST-0314,2025-11-21 17:58:05,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,6,91.23,547.38
INV-101104,CUST-0314,2025-11-21 19:17:09,Wearables & Fitness,Heart Rate Performance Sensor Band,2,101.45,202.9
INV-100071,CUST-0267,2025-11-21 21:11:59,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,35.52,71.04
INV-103753,CUST-0029,2025-11-21 21:58:53,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.77,63.54
INV-103154,CUST-0272,2025-11-22 12:40:40,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,33.99,101.97
INV-102666,CUST-0142,2025-11-22 14:27:04,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,271.7,1086.8
INV-101428,CUST-0094,2025-11-22 15:12:38,Wearables & Fitness,Heart Rate Performance Sensor Band,2,91.85,183.7
INV-101582,CUST-0086,2025-11-22 19:18:12,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,87.06,174.12
INV-100428,CUST-0012,2025-11-22 19:37:16,Computer Accessories,Premium Aluminum Monitor Arm,4,71.1,284.4
INV-101002,CUST-0269,2025-11-22 20:47:14,Smart Office & Furniture,Motorized Standing Desk Frame,5,427.25,2136.25
INV-102807,CUST-0172,2025-11-23 10:38:14,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,34.7,138.8
INV-101408,CUST-0207,2025-11-23 10:42:17,Wearables & Fitness,Titanium GPS Smart Fitness Watch,1,243.94,243.94
INV-101764,CUST-0073,2025-11-23 11:14:41,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,35.73,71.46
INV-101408,CUST-0207,2025-11-23 11:28:52,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,78.77,78.77
INV-100161,CUST-0121,2025-11-23 12:55:41,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,96.63,386.52
INV-101003,CUST-0269,2025-11-23 13:23:54,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,1,318.36,318.36
INV-101003,CUST-0269,2025-11-23 15:08:58,Computer Accessories,Custom Mechanical RGB Keyboard,1,163.17,163.17
INV-101764,CUST-0073,2025-11-23 15:55:42,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,31.98,95.94
INV-100264,CUST-0163,2025-11-23 16:07:55,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,282.43,1129.72
INV-100674,CUST-0204,2025-11-23 16:30:27,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,88.36,88.36
INV-101749,CUST-0032,2025-11-23 16:59:00,Smart Office & Furniture,Motorized Standing Desk Frame,2,390.26,780.52
INV-102807,CUST-0172,2025-11-23 18:03:55,Smart Office & Furniture,Motorized Standing Desk Frame,1,387.6,387.6
INV-102807,CUST-0172,2025-11-23 20:28:56,Computer Accessories,Premium Aluminum Monitor Arm,4,69.17,276.68
INV-101717,CUST-0356,2025-11-24 09:33:09,Computer Accessories,Custom Mechanical RGB Keyboard,2,152.38,304.76
INV-100558,CUST-0005,2025-11-24 10:24:42,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,36.77,36.77
INV-100888,CUST-0383,2025-11-24 17:19:46,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),6,36.86,221.16
INV-101717,CUST-0356,2025-11-24 19:40:34,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,34.77,139.08
INV-103626,CUST-0079,2025-11-24 20:23:49,Computer Accessories,Custom Mechanical RGB Keyboard,5,186.67,933.35
INV-103626,CUST-0079,2025-11-24 20:37:52,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,6,360.27,2161.62
INV-102658,CUST-0298,2025-11-25 08:29:58,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,85.89,343.56
INV-101205,CUST-0150,2025-11-25 11:56:54,Computer Accessories,Premium Aluminum Monitor Arm,3,63.3,189.9
INV-103770,CUST-0237,2025-11-25 12:37:56,Electronics & Audio,Thunderbolt 4 Docking Station,2,186.89,373.78
INV-100177,CUST-0145,2025-11-25 14:18:41,Smart Office & Furniture,Smart LED Desk Bar Lamp,5,53.62,268.1
INV-103326,CUST-0323,2025-11-25 14:40:25,Wearables & Fitness,Titanium GPS Smart Fitness Watch,6,300.8,1804.8
INV-101205,CUST-0150,2025-11-25 15:53:51,Wearables & Fitness,Heart Rate Performance Sensor Band,2,90.95,181.9
INV-101172,CUST-0366,2025-11-25 18:05:04,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,86.79,347.16
INV-101205,CUST-0150,2025-11-25 18:15:01,Computer Accessories,Premium Aluminum Monitor Arm,4,65.02,260.08
INV-100340,CUST-0431,2025-11-26 10:23:25,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,36.19,144.76
INV-101288,CUST-0343,2025-11-26 11:01:45,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,31.45,94.35
INV-101718,CUST-0356,2025-11-26 12:54:21,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,82.72,330.88
INV-100231,CUST-0188,2025-11-26 15:12:06,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,6,554.39,3326.34
INV-102953,CUST-0085,2025-11-26 15:26:49,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,81.02,81.02
INV-102629,CUST-0311,2025-11-26 17:01:09,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,4,291.63,1166.52
INV-100481,CUST-0146,2025-11-26 19:46:07,Wearables & Fitness,Heart Rate Performance Sensor Band,6,100.22,601.32
INV-101875,CUST-0077,2025-11-26 20:06:14,Computer Accessories,Premium Aluminum Monitor Arm,4,66.17,264.68
INV-100333,CUST-0144,2025-11-26 21:48:59,Computer Accessories,Custom Mechanical RGB Keyboard,5,169.64,848.2
INV-103080,CUST-0158,2025-11-27 09:09:39,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,37.69,188.45
INV-101750,CUST-0032,2025-11-27 15:16:46,Computer Accessories,Premium Aluminum Monitor Arm,4,65.21,260.84
INV-103178,CUST-0083,2025-11-27 20:55:38,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,310.93,621.86
INV-103666,CUST-0253,2025-11-27 21:49:51,Electronics & Audio,Thunderbolt 4 Docking Station,6,234.16,1404.96
INV-102868,CUST-0398,2025-11-28 08:39:47,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,34.47,68.94
INV-100178,CUST-0145,2025-11-28 09:15:31,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,35.74,71.48
INV-102794,CUST-0096,2025-11-28 09:25:30,Computer Accessories,Custom Mechanical RGB Keyboard,2,152.06,304.12
INV-103096,CUST-0294,2025-11-28 09:33:13,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,53.58,53.58
INV-101396,CUST-0325,2025-11-28 09:49:52,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,50.65,202.6
INV-101813,CUST-0351,2025-11-28 10:54:39,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,4,272.46,1089.84
INV-102602,CUST-0019,2025-11-29 21:08:18,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,85.96,343.84
INV-103874,CUST-0194,2025-11-29 21:34:57,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,77.54,77.54
INV-100297,CUST-0292,2025-11-30 08:52:14,Wearables & Fitness,Heart Rate Performance Sensor Band,3,96.83,290.49
INV-100599,CUST-0089,2025-11-30 11:08:22,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,6,95.23,571.38
INV-102641,CUST-0436,2025-11-30 11:45:20,Wearables & Fitness,Heart Rate Performance Sensor Band,4,96.6,386.4
INV-102641,CUST-0436,2025-11-30 13:29:32,Wearables & Fitness,Titanium GPS Smart Fitness Watch,1,259.79,259.79
INV-103049,CUST-0124,2025-11-30 18:15:39,Computer Accessories,Custom Mechanical RGB Keyboard,3,161.75,485.25
INV-100297,CUST-0292,2025-11-30 18:42:29,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,35.93,179.65
INV-100839,CUST-0382,2025-11-30 19:00:31,Electronics & Audio,Thunderbolt 4 Docking Station,2,205.21,410.42
INV-102144,CUST-0068,2025-11-30 20:37:51,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,82.75,82.75
INV-103049,CUST-0124,2025-11-30 21:01:20,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,269.99,1079.96
INV-102155,CUST-0100,2025-11-30 21:18:09,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,264.47,528.94
INV-101876,CUST-0077,2025-12-01 09:56:47,Smart Office & Furniture,Motorized Standing Desk Frame,1,372.68,372.68
INV-101876,CUST-0077,2025-12-01 10:13:54,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,81.58,244.74
INV-101031,CUST-0423,2025-12-01 11:55:01,Smart Office & Furniture,Motorized Standing Desk Frame,4,408.42,1633.68
INV-101876,CUST-0077,2025-12-01 16:23:24,Electronics & Audio,Thunderbolt 4 Docking Station,3,190.25,570.75
INV-100696,CUST-0421,2025-12-01 18:19:20,Wearables & Fitness,Heart Rate Performance Sensor Band,1,97.12,97.12
INV-102156,CUST-0100,2025-12-01 18:51:16,Computer Accessories,Premium Aluminum Monitor Arm,4,65.42,261.68
INV-100696,CUST-0421,2025-12-01 20:41:08,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,94.47,188.94
INV-100908,CUST-0093,2025-12-02 09:50:44,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),6,36.39,218.34
INV-101150,CUST-0428,2025-12-02 10:38:25,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,258.92,517.84
INV-100908,CUST-0093,2025-12-02 10:59:34,Wearables & Fitness,Heart Rate Performance Sensor Band,6,94.95,569.7
INV-102818,CUST-0103,2025-12-02 13:40:43,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,85.74,342.96
INV-102116,CUST-0295,2025-12-02 13:59:18,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,80.61,241.83
INV-102067,CUST-0179,2025-12-02 14:07:59,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,78.4,78.4
INV-102067,CUST-0179,2025-12-02 18:16:41,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,77.04,231.12
INV-100611,CUST-0403,2025-12-02 20:14:53,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,84.53,84.53
INV-100197,CUST-0418,2025-12-03 10:40:52,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,5,292.71,1463.55
INV-102939,CUST-0348,2025-12-03 11:34:42,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,80.56,161.12
INV-101206,CUST-0150,2025-12-03 12:58:03,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,35.78,143.12
INV-101206,CUST-0150,2025-12-03 14:25:51,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,3,304.19,912.57
INV-100482,CUST-0146,2025-12-03 16:45:24,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,6,92.47,554.82
INV-103726,CUST-0203,2025-12-03 16:54:09,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,83.04,83.04
INV-100197,CUST-0418,2025-12-03 17:03:27,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,90.32,361.28
INV-100630,CUST-0363,2025-12-03 19:41:15,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,87.83,175.66
INV-101507,CUST-0399,2025-12-03 22:08:20,Computer Accessories,Premium Aluminum Monitor Arm,3,65.52,196.56
INV-103162,CUST-0277,2025-12-03 22:24:00,Computer Accessories,Custom Mechanical RGB Keyboard,2,158.01,316.02
INV-101476,CUST-0281,2025-12-03 22:58:01,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,82.98,248.94
INV-103852,CUST-0186,2025-12-04 08:58:47,Computer Accessories,Custom Mechanical RGB Keyboard,1,136.81,136.81
INV-101671,CUST-0054,2025-12-04 10:17:21,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,33.32,99.96
INV-103853,CUST-0186,2025-12-04 13:09:08,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,227.91,455.82
INV-103853,CUST-0186,2025-12-04 13:29:57,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,1,475.14,475.14
INV-100245,CUST-0242,2025-12-04 14:38:41,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,38.87,116.61
INV-103370,CUST-0081,2025-12-04 14:48:56,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,5,102.92,514.6
INV-100612,CUST-0403,2025-12-04 15:37:42,Wearables & Fitness,Heart Rate Performance Sensor Band,6,100.15,600.9
INV-100612,CUST-0403,2025-12-04 16:28:29,Smart Office & Furniture,Motorized Standing Desk Frame,6,419.01,2514.06
INV-103155,CUST-0272,2025-12-04 18:52:20,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,33.25,66.5
INV-100245,CUST-0242,2025-12-04 19:28:49,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,2,540.14,1080.28
INV-103746,CUST-0162,2025-12-04 20:11:48,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,276.29,552.58
INV-101525,CUST-0051,2025-12-04 20:18:31,Computer Accessories,Premium Aluminum Monitor Arm,4,62.02,248.08
INV-100083,CUST-0331,2025-12-04 21:33:28,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,266.55,533.1
INV-100084,CUST-0331,2025-12-04 22:32:28,Computer Accessories,Custom Mechanical RGB Keyboard,5,164.84,824.2
INV-100612,CUST-0403,2025-12-04 22:50:19,Computer Accessories,Premium Aluminum Monitor Arm,3,71.33,213.99
INV-102826,CUST-0407,2025-12-05 11:30:19,Wearables & Fitness,Heart Rate Performance Sensor Band,3,93.56,280.68
INV-103204,CUST-0397,2025-12-05 12:10:23,Wearables & Fitness,Titanium GPS Smart Fitness Watch,6,305.57,1833.42
INV-101300,CUST-0353,2025-12-05 17:32:05,Wearables & Fitness,Heart Rate Performance Sensor Band,2,86.43,172.86
INV-101300,CUST-0353,2025-12-05 18:01:39,Computer Accessories,Premium Aluminum Monitor Arm,4,64.04,256.16
INV-102892,CUST-0349,2025-12-05 18:38:23,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,3,515.78,1547.34
INV-102892,CUST-0349,2025-12-05 22:31:16,Wearables & Fitness,Heart Rate Performance Sensor Band,4,94.78,379.12
INV-101363,CUST-0224,2025-12-06 08:38:51,Computer Accessories,Custom Mechanical RGB Keyboard,4,153.14,612.56
INV-102808,CUST-0172,2025-12-06 09:08:36,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,269.12,807.36
INV-102711,CUST-0417,2025-12-06 12:34:39,Computer Accessories,Premium Aluminum Monitor Arm,1,70.13,70.13
INV-102808,CUST-0172,2025-12-06 12:43:56,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,5,91.23,456.15
INV-101739,CUST-0075,2025-12-06 18:11:18,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,35.54,106.62
INV-101719,CUST-0356,2025-12-06 19:01:55,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,86.87,86.87
INV-102711,CUST-0417,2025-12-06 20:53:49,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,4,293.17,1172.68
INV-101429,CUST-0094,2025-12-06 22:42:35,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,257.72,773.16
INV-101713,CUST-0232,2025-12-07 12:24:49,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,77.96,77.96
INV-100613,CUST-0403,2025-12-07 12:49:54,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,86.99,347.96
INV-101186,CUST-0189,2025-12-07 14:20:48,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,31.94,127.76
INV-100219,CUST-0174,2025-12-07 15:41:20,Computer Accessories,Custom Mechanical RGB Keyboard,4,168.84,675.36
INV-100600,CUST-0089,2025-12-07 18:19:10,Wearables & Fitness,Heart Rate Performance Sensor Band,1,94.11,94.11
INV-101713,CUST-0232,2025-12-07 20:49:53,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,284.38,568.76
INV-100502,CUST-0395,2025-12-07 21:26:59,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,39.48,118.44
INV-103791,CUST-0350,2025-12-07 22:41:02,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,78.86,78.86
INV-101791,CUST-0178,2025-12-08 09:29:00,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,80.19,320.76
INV-100042,CUST-0282,2025-12-08 09:44:03,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,38.96,155.84
INV-102642,CUST-0436,2025-12-08 11:21:22,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,39.3,78.6
INV-101547,CUST-0134,2025-12-08 13:32:58,Computer Accessories,Premium Aluminum Monitor Arm,2,66.51,133.02
INV-102744,CUST-0116,2025-12-08 14:08:48,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,86.79,347.16
INV-103636,CUST-0057,2025-12-08 14:42:24,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,44.72,223.6
INV-101547,CUST-0134,2025-12-08 16:55:43,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,79.59,318.36
INV-103854,CUST-0186,2025-12-08 17:01:21,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,33.82,67.64
INV-103854,CUST-0186,2025-12-08 19:11:22,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,30.81,30.81
INV-101791,CUST-0178,2025-12-08 22:25:06,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.73,63.46
INV-101751,CUST-0032,2025-12-08 22:26:58,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,33.7,33.7
INV-101791,CUST-0178,2025-12-08 22:58:10,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,87.38,174.76
INV-100539,CUST-0101,2025-12-09 09:33:56,Smart Office & Furniture,Smart LED Desk Bar Lamp,3,54.83,164.49
INV-103089,CUST-0318,2025-12-09 09:48:46,Computer Accessories,Custom Mechanical RGB Keyboard,1,153.8,153.8
INV-103306,CUST-0257,2025-12-09 09:54:54,Computer Accessories,Custom Mechanical RGB Keyboard,2,180.21,360.42
INV-101814,CUST-0351,2025-12-09 10:53:53,Smart Office & Furniture,Motorized Standing Desk Frame,4,386.64,1546.56
INV-100265,CUST-0163,2025-12-09 11:21:26,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,53.39,106.78
INV-101320,CUST-0437,2025-12-09 12:35:34,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,85.05,255.15
INV-101320,CUST-0437,2025-12-09 14:40:06,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,32.93,98.79
INV-100265,CUST-0163,2025-12-09 15:09:20,Smart Office & Furniture,Motorized Standing Desk Frame,5,431.14,2155.7
INV-101137,CUST-0131,2025-12-09 15:32:22,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,50.27,100.54
INV-100539,CUST-0101,2025-12-09 15:40:47,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,38.3,191.5
INV-101853,CUST-0219,2025-12-09 15:46:41,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,32.29,96.87
INV-101137,CUST-0131,2025-12-09 16:54:08,Computer Accessories,Custom Mechanical RGB Keyboard,3,151.41,454.23
INV-101477,CUST-0281,2025-12-09 19:19:16,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,32.89,32.89
INV-103572,CUST-0033,2025-12-10 08:00:44,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,5,98.28,491.4
INV-102553,CUST-0229,2025-12-10 09:36:41,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,87.33,261.99
INV-101995,CUST-0336,2025-12-10 09:51:27,Smart Office & Furniture,Motorized Standing Desk Frame,1,365.8,365.8
INV-100828,CUST-0164,2025-12-10 11:14:57,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,5,306.12,1530.6
INV-101995,CUST-0336,2025-12-10 11:52:55,Wearables & Fitness,Heart Rate Performance Sensor Band,1,90.74,90.74
